,G,T1,T2,T3,T4,T5,T6,T7,T8,T9
388,0.4243503937007874,400.0,397.8321761,395.9760537,394.423165,393.1647241,392.1934951,391.5038203,391.0916423,390.9545211
389,0.3584133858267717,400.0,397.1043986,394.6234873,392.5463755,390.8621295,389.561689,388.6379348,388.0857426,387.9020226
390,0.9369370078740158,400.0,403.887599,407.1862048,409.928921,412.1408706,413.8417539,415.0463915,415.765113,416.004015
391,0.5248346456692914,400.0,398.9629043,398.0753459,397.3336309,396.7330994,396.2699496,395.9412312,395.7448405,395.6795169
392,0.9704645669291339,400.0,404.3095392,407.9642681,411.0017686,413.4506431,415.3332468,416.666355,417.4616376,417.7259742
393,0.1293228346456693,400.0,394.6602504,390.0734721,386.2240564,383.0966377,380.6782099,378.9583755,377.9295518,377.5871265
394,0.8489291338582677,400.0,402.7956729,405.170779,407.1478517,408.743701,409.9716223,410.8416847,411.3609402,411.5335646
395,0.3263464566929134,400.0,396.7544562,393.9727453,391.642985,389.7533477,388.2940028,387.2572074,386.6373778,386.4311435
396,0.11780314960629922,400.0,394.5407157,389.8506583,385.9141141,382.7156064,380.2420207,378.4828641,377.4304788,377.0802051
397,0.8244527559055118,400.0,402.4959699,404.617126,406.3833519,407.8093496,408.9067746,409.6844702,410.1486387,410.3029557
398,0.593740157480315,400.0,399.7536991,399.5419289,399.3650985,399.2220179,399.111723,399.0334692,398.9867275,398.971182
399,0.19468503937007875,400.0,395.3445003,391.3484141,387.9969501,385.2755647,383.1720214,381.6765864,380.7821874,380.4845337
400,0.4068976377952756,400.0,397.6384585,395.6161362,393.9238722,392.5522705,391.4935801,390.7417326,390.2923721,390.142877
401,0.3228346456692913,400.0,396.7162896,393.9017573,391.5444192,389.6323555,388.1556559,387.1065125,386.4792938,386.2705998
402,0.2630748031496063,400.0,396.0715398,392.7021211,389.8782402,387.5865788,385.8160021,384.5576981,383.8052894,383.5549171
403,0.4608267716535433,400.0,398.2395891,396.7327553,395.4726068,394.4517322,393.6640486,393.104813,392.7706309,392.6594634
404,0.25065748031496066,400.0,395.9386811,392.4548209,389.5346473,387.1645905,385.3332924,384.0317559,383.253465,382.9944749
405,0.657988188976378,400.0,400.5025713,400.9295276,401.2857692,401.5738456,401.7958106,401.9532422,402.0472573,402.0785219
406,0.8707795275590551,400.0,403.0646769,405.6675468,407.8336128,409.5816406,410.926441,411.8792121,412.4477873,412.636801
407,0.516775590551181,400.0,398.8712402,397.905263,397.0979403,396.4442413,395.9400585,395.5822025,395.3683981,395.2972814
408,0.8272834645669291,400.0,402.530543,404.6810046,406.4715687,407.9171765,409.0296703,409.8180329,410.2885637,410.4449951
409,0.28521259842519686,400.0,396.3093483,393.1446873,390.4930316,388.3415442,386.6795149,385.4984815,384.7923278,384.5573555
410,0.6129724409448819,400.0,399.9766941,399.9552471,399.9373427,399.9228581,399.911694,399.9037739,399.8990435,399.8974703
411,0.8777047244094488,400.0,403.1502219,405.8254876,408.0516038,409.8479709,411.22989,412.2089241,412.7931585,412.9873758
412,0.6523228346456693,400.0,400.436084,400.8063813,401.115369,401.3652466,401.5577869,401.6943526,401.7759085,401.8030301
413,0.556251968503937,400.0,399.3218921,398.741278,398.2562464,397.8636523,397.5609375,397.3461214,397.2177942,397.1751121
414,0.510492125984252,400.0,398.799891,397.7728621,396.9144532,396.2193493,395.6832083,395.3026571,395.0752885,394.9996592
415,0.9345629921259843,400.0,403.8578479,407.1313277,409.8532359,412.0484557,413.7365039,414.9320659,415.6453782,415.8824832
416,0.43563779527559054,400.0,397.9578794,396.2095629,394.7470519,393.5619714,392.647431,391.9980478,391.6099642,391.4808609
417,0.9634763779527559,400.0,404.22132,407.8016247,410.7775413,413.1769325,415.0215899,416.3278749,417.1071737,417.3662006
418,0.752007874015748,400.0,401.6189065,402.9957303,404.1432059,405.07029,405.7841335,406.2901916,406.5923055,406.6927578
419,0.519751968503937,400.0,398.9050737,397.9680431,397.1849395,396.5508682,396.061834,395.7147353,395.50736,395.4383821
420,0.21726377952755904,400.0,395.5832662,391.7930937,388.6150654,386.0349996,384.0409892,382.6235784,381.7759061,381.493813
421,0.725767716535433,400.0,401.3048749,402.4147736,403.3400857,404.0878639,404.6637527,405.0720672,405.3158499,405.3969107
422,0.9127755905511811,400.0,403.5855795,406.6290247,409.1603697,411.2023387,412.772793,413.8851945,414.5489384,414.7695745
423,0.11153937007874015,400.0,394.4758515,389.72974,385.7458995,382.5087966,380.0052617,378.2247522,377.1595719,376.8050359
424,0.1922755905511811,400.0,395.319094,391.3010909,387.9311623,385.1947283,383.0795195,381.5757736,380.6763971,380.3770857
425,0.2917992125984252,400.0,396.3803378,393.2767788,390.6765019,388.5668217,386.9371605,385.7791655,385.0868014,384.8564201
426,0.3723582677165354,400.0,397.2573892,394.9079074,392.9411321,391.3465489,390.1154559,389.2410228,388.7183369,388.5444379
427,0.1181771653543307,400.0,394.5445917,389.8578837,385.9241654,382.7279635,380.2561671,378.4982861,377.4466652,377.0966461
428,0.6532204724409448,400.0,400.4466126,400.8258828,401.1423544,401.398282,401.5954828,401.7353535,401.8188829,401.8466607
429,0.35751574803149605,400.0,397.0945674,394.6052089,392.5210044,390.8309939,389.5260946,388.599169,388.0450794,387.8607278
430,0.5691377952755905,400.0,399.4698921,399.0157425,398.6364133,398.3294133,398.0927183,397.924763,397.8244339,397.7910647
431,0.8051653543307087,400.0,402.2610104,404.1829342,405.7836521,407.0762649,408.0711783,408.7762989,409.1971778,409.3371072
432,0.874744094488189,400.0,403.1136331,405.7579361,407.958371,409.734066,411.1001118,412.0679151,412.6454533,412.8374454
433,0.3280708661417323,400.0,396.7732085,394.0076227,391.6914105,389.8127901,388.3619704,387.3312405,386.7150405,386.5100145
434,0.15874409448818896,400.0,394.966979,390.6450972,387.0190665,384.0738505,381.7967563,380.1776595,379.2091888,378.8868659
435,0.17324015748031496,400.0,395.1188697,390.9280994,387.412587,384.5574827,382.350268,380.7809682,379.8423273,379.5299394
436,0.6246141732283464,400.0,400.1121647,400.2062876,400.2848527,400.3484045,400.3973833,400.4321281,400.4528793,400.4597805
437,0.9453385826771653,400.0,403.9930207,407.3806423,410.1970665,412.4682717,414.214612,415.4513904,416.1892675,416.4345335
438,0.8103031496062992,400.0,402.3234955,404.2984153,405.9431664,407.2712709,408.2934639,409.017899,409.4502992,409.5940578
439,0.9120236220472441,400.0,403.5762073,406.6117309,409.1365117,411.1732007,412.7396028,413.8491384,414.5111738,414.7312423
440,0.12612992125984251,400.0,394.6270873,390.0116584,386.1380743,382.9909377,380.5572117,378.8264715,377.7911134,377.4465114
441,0.265248031496063,400.0,396.0948313,392.7454719,389.9384667,387.6605426,385.9006053,384.6498757,383.9020015,383.6531389
442,0.3581771653543307,400.0,397.1018112,394.6186768,392.5396984,390.8539354,389.5523214,388.6277327,388.0750411,387.8911549
443,0.4418307086614173,400.0,398.0269874,396.3379256,394.9250806,393.780308,392.8969115,392.2696621,391.8948137,391.7701145
